GC_Content	Count	Library
18	4616.0	V03_DN_R2_rmphix_fastqc
19	6221.5	V03_DN_R2_rmphix_fastqc
20	8458.5	V03_DN_R2_rmphix_fastqc
21	11274.0	V03_DN_R2_rmphix_fastqc
22	14849.0	V03_DN_R2_rmphix_fastqc
23	19537.0	V03_DN_R2_rmphix_fastqc
24	25179.5	V03_DN_R2_rmphix_fastqc
25	32352.0	V03_DN_R2_rmphix_fastqc
26	41201.0	V03_DN_R2_rmphix_fastqc
27	51220.0	V03_DN_R2_rmphix_fastqc
28	63717.0	V03_DN_R2_rmphix_fastqc
29	78886.0	V03_DN_R2_rmphix_fastqc
30	95841.5	V03_DN_R2_rmphix_fastqc
31	115278.5	V03_DN_R2_rmphix_fastqc
32	136329.0	V03_DN_R2_rmphix_fastqc
33	158606.0	V03_DN_R2_rmphix_fastqc
34	182243.0	V03_DN_R2_rmphix_fastqc
35	205641.0	V03_DN_R2_rmphix_fastqc
36	229063.0	V03_DN_R2_rmphix_fastqc
37	253010.5	V03_DN_R2_rmphix_fastqc
38	276874.0	V03_DN_R2_rmphix_fastqc
39	298629.0	V03_DN_R2_rmphix_fastqc
40	319215.0	V03_DN_R2_rmphix_fastqc
41	339548.5	V03_DN_R2_rmphix_fastqc
42	359170.5	V03_DN_R2_rmphix_fastqc
43	377889.0	V03_DN_R2_rmphix_fastqc
44	396630.5	V03_DN_R2_rmphix_fastqc
45	415750.5	V03_DN_R2_rmphix_fastqc
46	436275.5	V03_DN_R2_rmphix_fastqc
47	460412.5	V03_DN_R2_rmphix_fastqc
48	488019.5	V03_DN_R2_rmphix_fastqc
49	521267.0	V03_DN_R2_rmphix_fastqc
50	560349.5	V03_DN_R2_rmphix_fastqc
51	606655.5	V03_DN_R2_rmphix_fastqc
52	660777.0	V03_DN_R2_rmphix_fastqc
53	723870.5	V03_DN_R2_rmphix_fastqc
54	798140.0	V03_DN_R2_rmphix_fastqc
55	880879.0	V03_DN_R2_rmphix_fastqc
56	974246.5	V03_DN_R2_rmphix_fastqc
57	1078590.0	V03_DN_R2_rmphix_fastqc
58	1189699.5	V03_DN_R2_rmphix_fastqc
59	1306697.0	V03_DN_R2_rmphix_fastqc
60	1428198.0	V03_DN_R2_rmphix_fastqc
61	1547642.0	V03_DN_R2_rmphix_fastqc
62	1658255.5	V03_DN_R2_rmphix_fastqc
63	1755797.5	V03_DN_R2_rmphix_fastqc
64	1831178.0	V03_DN_R2_rmphix_fastqc
65	1870560.0	V03_DN_R2_rmphix_fastqc
